,user.index,sugg.decision.utime,sugg.device.since,recognized.activity,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins60,jbsteps60,Time of Day
2368,11,2015-08-22 21:51:44,0.106666666666667,IN_VEHICLE,"store,point_of_interest,establishment",Clear,25.1,2.0,0.0,0.0,16.0,849.0,21:51:44
2369,11,2015-08-22 23:32:09,0.137222222222222,STILL,"restaurant,food,point_of_interest,establishment",Clear,22.6,3.0,0.0,0.0,1.0,20.0,23:32:09
2371,11,2015-08-23 16:02:10,0.515,STILL,"store,point_of_interest,establishment",Clear,25.2,0.0,15.0,0.0,9.0,265.0,16:02:10
2373,11,2015-08-23 21:51:31,0.87,STILL,"hardware_store,store,point_of_interest,establishment",Clear,27.7,4.0,44.0,0.0,3.0,59.0,21:51:31
2374,11,2015-08-23 23:31:11,2.53111111111111,UNKNOWN,home,Partly Cloudy,23.5,0.0,35.0,0.0,7.0,242.0,23:31:11
2375,11,2015-08-24 11:31:46,0.321111111111111,STILL,home,Clear,13.8,0.0,0.0,0.0,11.0,368.0,11:31:46
2377,11,2015-08-24 18:31:38,0.0102777777777778,STILL,work,Mostly Cloudy,21.8,0.0,0.0,0.0,0.0,0.0,18:31:38
2378,11,2015-08-24 21:51:31,0.182777777777778,STILL,home,Mostly Cloudy,24.1,8.9,0.0,0.0,10.0,335.0,21:51:31
2380,11,2015-08-25 11:32:01,0.0919444444444444,STILL,home,Overcast,15.2,6.3,2.0,0.0,20.0,673.0,11:32:01
2387,11,2015-08-26 18:31:32,0.0969444444444444,STILL,"store,car_repair,point_of_interest,establishment",Overcast,19.6,4.7,0.0,0.0,1.0,33.0,18:31:32
2390,11,2015-08-27 11:32:50,0.234722222222222,STILL,home,Partly Cloudy,13.0,0.0,0.0,0.0,17.0,575.0,11:32:50
2391,11,2015-08-27 16:01:53,0.0488888888888889,STILL,work,Overcast,17.8,0.0,0.0,0.0,6.0,228.0,16:01:53
2392,11,2015-08-27 18:31:47,0.149166666666667,STILL,work,Overcast,19.0,1.0,0.0,0.0,0.0,0.0,18:31:47
2393,11,2015-08-27 21:51:31,0.343055555555556,STILL,home,Overcast,21.1,2.7,0.0,0.0,3.0,120.0,21:51:31
2394,11,2015-08-27 23:31:33,0.275555555555556,STILL,"shoe_store,clothing_store,store,point_of_interest,establishment",Overcast,20.6,1.0,0.0,0.0,7.0,509.0,23:31:33
2395,11,2015-08-28 11:32:03,6.56805555555556,STILL,home,Partly Cloudy,12.0,0.0,0.0,0.0,0.0,0.0,11:32:03
2401,11,2015-08-29 16:01:51,8.64388888888889,STILL,home,Mostly Cloudy,24.1,0.0,15.0,0.0,0.0,0.0,16:01:51
2406,11,2015-08-30 16:01:48,0.260833333333333,STILL,home,Overcast,25.1,1.1,0.0,0.0,13.0,616.0,16:01:48
2410,11,2015-08-31 11:32:17,6.57722222222222,STILL,home,Fog,19.6,0.0,0.0,0.0,0.0,0.0,11:32:17
2411,11,2015-08-31 16:01:29,0.06,STILL,home,Partly Cloudy,26.8,4.7,0.0,0.0,13.0,477.0,16:01:29
2413,11,2015-08-31 21:51:49,0.0002777777777777,IN_VEHICLE,"park,point_of_interest,establishment",Partly Cloudy,31.2,0.0,0.0,0.0,26.0,1351.0,21:51:49
2416,11,2015-09-01 16:01:32,0.0519444444444444,AUGMENTED_VEHICLE,"university,point_of_interest,establishment",Clear,30.5,0.7,0.0,0.0,4.0,346.0,16:01:32
2418,11,2015-09-01 21:51:20,0.300833333333333,STILL,"university,point_of_interest,establishment",Mostly Cloudy,27.7,0.0,0.0,0.0,9.0,401.0,21:51:20
2419,11,2015-09-01 23:31:32,1.97083333333333,ON_FOOT,"grocery_or_supermarket,bakery,clothing_store,store,car_repair,food,point_of_interest,establishment",Clear,25.8,0.0,0.0,0.0,24.0,1420.0,23:31:32
2421,11,2015-09-02 16:01:50,0.0119444444444444,STILL,work,Partly Cloudy,26.2,1.0,15.0,0.0,0.0,0.0,16:01:50
2423,11,2015-09-02 21:51:44,1.83305555555556,STILL,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Clear,30.9,2.9,15.0,0.0,38.0,1798.0,21:51:44
2425,11,2015-09-03 11:31:55,7.27,STILL,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Clear,20.3,0.0,0.0,0.0,6.0,146.0,11:31:55
2427,11,2015-09-03 18:31:55,0.0702777777777778,STILL,work,Partly Cloudy,28.5,4.0,15.0,0.0,11.0,545.0,18:31:55
2428,11,2015-09-03 21:51:31,0.0844444444444444,IN_VEHICLE,"cafe,food,point_of_interest,establishment",Light Thunderstorms and Rain,22.1,0.0,39.0,0.0,4.0,203.0,21:51:31
2429,11,2015-09-03 23:31:25,0.244444444444444,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Overcast,23.3,5.8,81.0,0.0,6.0,126.0,23:31:25
2431,11,2015-09-04 16:01:31,0.0441666666666667,IN_VEHICLE,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Overcast,22.4,0.9,0.0,0.0,29.0,1282.0,16:01:31
2436,11,2015-09-05 16:01:05,0.0063888888888888,STILL,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Clear,20.7,0.0,33.0,0.0,8.0,374.0,16:01:05
2438,11,2015-09-05 21:51:31,0.231388888888889,IN_VEHICLE,"park,point_of_interest,establishment",Partly Cloudy,23.9,0.0,15.0,0.0,20.0,680.0,21:51:31
2439,11,2015-09-05 23:31:04,1.13666666666667,STILL,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Partly Cloudy,23.6,0.0,0.0,0.0,10.0,399.0,23:31:04
2441,11,2015-09-06 16:01:45,0.1475,STILL,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Clear,28.7,0.9,0.0,0.0,1.0,22.0,16:01:45
2444,11,2015-09-06 23:31:07,0.0683333333333333,STILL,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Clear,27.8,0.0,0.0,0.0,9.0,336.0,23:31:07
2446,11,2015-09-07 16:01:34,0.6625,IN_VEHICLE,"bakery,store,cafe,restaurant,food,point_of_interest,establishment",Clear,29.5,2.0,0.0,0.0,5.0,197.0,16:01:34
2447,11,2015-09-07 18:31:50,0.854722222222222,UNKNOWN,"store,point_of_interest,establishment",Partly Cloudy,31.0,9.0,0.0,0.0,1.0,20.0,18:31:50
2448,11,2015-09-07 21:51:18,0.604722222222222,IN_VEHICLE,"general_contractor,pet_store,home_goods_store,store,point_of_interest,establishment",Mostly Cloudy,31.0,0.0,0.0,0.0,10.0,906.0,21:51:18
2451,11,2015-09-08 16:01:33,0.881666666666667,STILL,"university,point_of_interest,establishment",Clear,27.9,0.0,30.0,0.0,2.0,211.0,16:01:33
2454,11,2015-09-08 23:31:30,0.536944444444444,STILL,"university,point_of_interest,establishment",Partly Cloudy,28.5,1.0,15.0,0.0,0.0,0.0,23:31:30
2455,11,2015-09-09 11:31:53,7.35611111111111,STILL,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Mostly Cloudy,19.8,3.0,0.0,0.0,26.0,1450.0,11:31:53
2456,11,2015-09-09 16:02:17,0.131111111111111,STILL,"university,point_of_interest,establishment",Mostly Cloudy,21.9,2.9,15.0,0.0,2.0,33.0,16:02:17
2459,11,2015-09-09 23:31:58,0.230277777777778,STILL,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",Partly Cloudy,20.6,0.0,0.0,0.0,0.0,0.0,23:31:58
2462,11,2015-09-10 18:31:40,0.0972222222222222,ON_FOOT,"university,school,point_of_interest,establishment",Clear,24.0,1.6,0.0,0.0,16.0,1090.0,18:31:40
2464,11,2015-09-10 23:31:41,0.302222222222222,STILL,"university,point_of_interest,establishment",Clear,21.8,0.0,0.0,0.0,35.0,2855.0,23:31:41
2465,11,2015-09-11 11:31:30,5.95694444444444,STILL,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Partly Cloudy,13.8,0.9,0.0,0.0,14.0,1028.0,11:31:30
2475,12,2015-09-26 00:31:51,0.0341666666666667,STILL,unknown,unknown,26.4,unknown,unknown,0.0,12.0,620.0,00:31:51
2477,12,2015-09-26 16:01:34,0.121388888888889,IN_VEHICLE,"university,local_government_office,point_of_interest,establishment",Partly Cloudy,21.3,6.0,0.0,0.0,42.0,3899.0,16:01:34
2480,12,2015-09-27 00:31:53,0.515,STILL,"university,point_of_interest,establishment",Partly Cloudy,19.1,2.0,0.0,0.0,33.0,2166.0,00:31:53
2481,12,2015-09-27 12:31:31,5.61222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,15.3,0.0,0.0,0.0,0.0,0.0,12:31:31
2487,12,2015-09-28 16:01:11,0.140277777777778,IN_VEHICLE,"school,university,point_of_interest,establishment",Overcast,21.6,4.0,0.0,0.0,3.0,104.0,16:01:11
2488,12,2015-09-28 18:31:33,0.0088888888888888,IN_VEHICLE,"university,doctor,health,point_of_interest,establishment",Overcast,25.7,2.0,15.0,0.0,9.0,321.0,18:31:33
2489,12,2015-09-28 21:31:49,0.725555555555556,STILL,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,24.4,5.0,15.0,0.0,9.0,293.0,21:31:49
2490,12,2015-09-29 00:31:31,0.0102777777777778,IN_VEHICLE,"gym,university,health,point_of_interest,establishment",Overcast,20.5,0.0,15.0,0.0,24.0,1301.0,00:31:31
2493,12,2015-09-29 18:31:38,0.700277777777778,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,16.9,25.1,15.0,0.0,13.0,638.0,18:31:38
2495,12,2015-09-30 00:33:03,0.181666666666667,STILL,unknown,unknown,17.7,unknown,unknown,0.0,6.0,215.0,00:33:03
2496,12,2015-09-30 12:30:57,0.123611111111111,STILL,unknown,unknown,14.4,unknown,unknown,0.0,15.0,766.0,12:30:57
2497,12,2015-09-30 16:01:10,0.150277777777778,STILL,work,Partly Cloudy,14.4,10.1,0.0,0.0,5.0,265.0,16:01:10
2500,12,2015-10-01 00:31:47,0.0297222222222222,ON_FOOT,"bakery,store,food,point_of_interest,establishment",Clear,12.0,9.0,0.0,0.0,22.0,1143.0,00:31:47
2501,12,2015-10-01 12:32:09,0.324166666666667,STILL,"electronics_store,store,point_of_interest,establishment",Clear,7.7,2.0,0.0,0.0,16.0,773.0,12:32:09
2502,12,2015-10-01 16:02:08,0.0802777777777778,ON_BICYCLE,"restaurant,food,point_of_interest,establishment",Partly Cloudy,12.6,4.9,0.0,0.0,31.0,1566.0,16:02:08
2507,12,2015-10-02 16:01:38,0.531666666666667,STILL,work,Clear,12.5,4.0,0.0,0.0,1.0,23.0,16:01:38
2509,12,2015-10-02 21:31:45,0.896111111111111,STILL,work,Partly Cloudy,12.9,5.0,0.0,0.0,18.0,1653.0,21:31:45
2512,12,2015-10-03 16:01:38,0.505,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,8.8,4.0,20.0,0.0,6.0,192.0,16:01:38
2513,12,2015-10-03 18:31:46,0.0044444444444444,UNKNOWN,"electronics_store,store,point_of_interest,establishment",Overcast,9.6,1.6,15.0,0.0,18.0,723.0,18:31:46
2514,12,2015-10-03 21:31:49,0.0108333333333333,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,8.4,6.0,35.0,0.0,8.0,330.0,21:31:49
2517,12,2015-10-04 16:00:57,0.0958333333333333,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,12.4,0.0,31.0,0.0,1.0,24.0,16:00:57
2520,12,2015-10-05 00:31:31,0.0291666666666667,IN_VEHICLE,"store,point_of_interest,establishment",Overcast,13.7,0.0,0.0,0.0,3.0,50.0,00:31:31
2522,12,2015-10-05 16:02:34,0.110833333333333,STILL,work,Overcast,16.9,0.0,0.0,0.0,0.0,0.0,16:02:34
2526,12,2015-10-06 12:32:19,7.67138888888889,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,13.0,0.7,0.0,0.0,19.0,784.0,12:32:19
2527,12,2015-10-06 16:01:35,0.0522222222222222,STILL,work,Overcast,14.8,0.0,0.0,0.0,0.0,0.0,16:01:35
2529,12,2015-10-06 21:31:32,0.586666666666667,STILL,work,Overcast,17.7,2.9,0.0,0.0,11.0,589.0,21:31:32
2530,12,2015-10-07 00:31:45,0.0938888888888889,IN_VEHICLE,"park,point_of_interest,establishment",Overcast,15.7,0.0,0.0,0.0,14.0,682.0,00:31:45
2531,12,2015-10-07 12:32:00,0.0144444444444444,UNKNOWN,"electronics_store,store,point_of_interest,establishment",Fog,11.0,0.0,0.0,0.0,12.0,563.0,12:32:00
2533,12,2015-10-07 18:31:35,0.0022222222222222,STILL,work,Clear,23.6,1.6,0.0,0.0,23.0,1702.0,18:31:35
2534,12,2015-10-07 21:32:06,1.58111111111111,STILL,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,20.9,2.2,0.0,0.0,3.0,100.0,21:32:06
2536,12,2015-10-08 12:31:47,0.0133333333333333,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,9.6,0.7,0.0,0.0,20.0,920.0,12:31:47
2538,12,2015-10-08 18:31:30,0.0627777777777778,IN_VEHICLE,"university,point_of_interest,establishment",Overcast,22.9,5.0,15.0,0.0,6.0,314.0,18:31:30
2539,12,2015-10-08 21:31:52,0.688055555555556,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,22.7,3.0,15.0,0.0,5.0,119.0,21:31:52
2541,12,2015-10-09 12:31:35,0.186388888888889,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,14.9,0.0,15.0,0.0,27.0,1193.0,12:31:35
2543,12,2015-10-09 18:31:43,0.0586111111111111,ON_FOOT,work,Overcast,15.2,0.0,15.0,0.0,4.0,132.0,18:31:43
2544,12,2015-10-09 21:31:50,0.492222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,14.4,2.0,0.0,0.0,5.0,150.0,21:31:50
2546,12,2015-10-10 12:32:07,0.0180555555555556,STILL,"electronics_store,store,point_of_interest,establishment",Clear,5.1,0.0,0.0,0.0,9.0,454.0,12:32:07
2547,12,2015-10-10 16:01:38,0.0477777777777778,IN_VEHICLE,"university,local_government_office,point_of_interest,establishment",Clear,16.2,0.0,0.0,0.0,47.0,3306.0,16:01:38
2549,12,2015-10-10 21:31:01,0.0997222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Clear,17.9,0.0,0.0,0.0,14.0,933.0,21:31:01
2551,12,2015-10-11 12:31:50,0.101666666666667,STILL,"store,point_of_interest,establishment",Clear,7.5,0.0,0.0,0.0,11.0,454.0,12:31:50
2552,12,2015-10-11 16:01:35,0.0038888888888888,STILL,"university,local_government_office,point_of_interest,establishment",Clear,19.0,4.3,0.0,0.0,19.0,652.0,16:01:35
2554,12,2015-10-11 21:31:52,0.0983333333333333,STILL,"electronics_store,store,point_of_interest,establishment",Clear,23.1,0.2,0.0,0.0,0.0,0.0,21:31:52
2556,12,2015-10-12 12:31:22,0.0125,STILL,"university,local_government_office,point_of_interest,establishment",Clear,11.5,0.2,0.0,0.0,28.0,1491.0,12:31:22
2557,12,2015-10-12 16:01:36,0.0119444444444444,ON_FOOT,work,Clear,19.9,18.0,0.0,0.0,3.0,133.0,16:01:36
2563,12,2015-10-13 18:31:41,0.299722222222222,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,14.6,1.6,0.0,0.0,5.0,146.0,18:31:41
2564,12,2015-10-13 21:32:53,0.491666666666667,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,13.3,0.0,0.0,0.0,14.0,838.0,21:32:53
2569,12,2015-10-14 21:31:06,0.0338888888888889,ON_FOOT,"pharmacy,store,health,point_of_interest,establishment",Partly Cloudy,12.4,2.9,0.0,0.0,7.0,451.0,21:31:06
2572,12,2015-10-15 16:01:34,0.264166666666667,STILL,"university,point_of_interest,establishment",Clear,-1024.0,-1.0,-1.0,-1.0,0.0,0.0,16:01:34
2573,12,2015-10-15 18:31:43,0.0041666666666666,STILL,"university,point_of_interest,establishment",Clear,-1024.0,-1.0,-1.0,-1.0,11.0,713.0,18:31:43
2577,12,2015-10-16 16:01:15,0.111944444444444,STILL,work,Mostly Cloudy,11.0,0.0,2.0,0.0,3.0,163.0,16:01:15
2578,12,2015-10-16 18:31:34,0.0075,STILL,work,Overcast,11.2,2.2,0.0,0.0,6.0,369.0,18:31:34
2582,12,2015-10-17 16:01:44,0.0016666666666666,STILL,"home_goods_store,store,moving_company,storage,point_of_interest,establishment",Overcast,5.8,1.0,0.0,0.0,12.0,409.0,16:01:44
2583,12,2015-10-17 18:31:06,0.369444444444444,IN_VEHICLE,"florist,store,point_of_interest,establishment",Overcast,5.2,0.0,0.0,0.0,7.0,198.0,18:31:06
2584,12,2015-10-17 21:30:51,0.0013888888888888,IN_VEHICLE,"store,point_of_interest,establishment",Snow,1.1,2.0,30.0,0.0,12.0,425.0,21:30:51
2585,12,2015-10-18 00:30:53,0.164722222222222,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Overcast,3.3,4.0,32.0,0.0,7.0,336.0,00:30:53
2586,12,2015-10-18 12:31:39,4.87694444444444,STILL,"bar,restaurant,food,point_of_interest,establishment",Overcast,1.7,6.0,0.0,0.0,5.0,241.0,12:31:39
2587,12,2015-10-18 16:01:32,0.951944444444444,STILL,"store,point_of_interest,establishment",Partly Cloudy,4.0,6.0,0.0,0.0,53.0,4460.0,16:01:32
2591,12,2015-10-19 12:31:40,3.88833333333333,STILL,"electronics_store,store,point_of_interest,establishment",Clear,0.9,0.0,0.0,0.0,0.0,0.0,12:31:40
2592,12,2015-10-19 16:00:55,0.0091666666666666,IN_VEHICLE,"store,point_of_interest,establishment",Partly Cloudy,12.5,3.0,0.0,0.0,19.0,667.0,16:00:55
2593,12,2015-10-19 18:31:09,0.316944444444444,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Clear,19.9,9.9,0.0,0.0,2.0,69.0,18:31:09
2594,12,2015-10-19 21:31:17,1.50361111111111,IN_VEHICLE,"general_contractor,home_goods_store,store,point_of_interest,establishment",Partly Cloudy,21.7,5.0,0.0,0.0,18.0,678.0,21:31:17
2597,12,2015-10-20 17:01:33,0.0122222222222222,UNKNOWN,"grocery_or_supermarket,food,store,point_of_interest,establishment",Overcast,20.3,7.8,15.0,0.0,34.0,2411.0,17:01:33
2598,12,2015-10-20 19:31:30,0.554166666666667,ON_BICYCLE,"park,point_of_interest,establishment",Overcast,21.8,4.0,15.0,0.0,3.0,81.0,19:31:30
2599,12,2015-10-20 22:31:51,1.54194444444444,IN_VEHICLE,"store,point_of_interest,establishment",Mostly Cloudy,23.5,1.1,15.0,0.0,24.0,1090.0,22:31:51
2600,12,2015-10-21 01:30:59,0.0394444444444444,AUGMENTED_VEHICLE,"pharmacy,store,health,point_of_interest,establishment",Overcast,21.1,1.0,30.0,0.0,2.0,63.0,01:30:59
2602,12,2015-10-21 17:00:52,0.0008333333333333,ON_FOOT,work,Overcast,15.2,11.0,15.0,0.0,5.0,311.0,17:00:52
2603,12,2015-10-21 19:31:55,0.0086111111111111,IN_VEHICLE,"university,point_of_interest,establishment",Overcast,21.5,9.0,15.0,0.0,2.0,51.0,19:31:55
2604,12,2015-10-21 22:31:37,0.0433333333333333,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,22.3,6.9,4.0,0.0,5.0,162.0,22:31:37
2605,12,2015-10-22 01:31:32,3.04194444444444,IN_VEHICLE,"store,point_of_interest,establishment",Partly Cloudy,20.4,5.0,15.0,0.0,12.0,648.0,01:31:32
2606,12,2015-10-22 13:32:12,0.0122222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,13.4,6.9,0.0,0.0,15.0,941.0,13:32:12
2607,12,2015-10-22 17:01:56,0.550833333333333,STILL,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,15.3,2.9,0.0,0.0,5.0,93.0,17:01:56
2609,12,2015-10-22 21:31:30,0.551111111111111,STILL,"electronics_store,store,point_of_interest,establishment",Clear,18.0,6.9,0.0,0.0,0.0,0.0,21:31:30
2611,12,2015-10-23 12:31:31,0.166944444444444,STILL,"electronics_store,store,point_of_interest,establishment",Clear,6.0,4.0,0.0,0.0,14.0,745.0,12:31:31
2615,12,2015-10-24 00:31:54,0.3425,IN_VEHICLE,"bar,night_club,point_of_interest,establishment",Partly Cloudy,10.1,2.2,0.0,0.0,7.0,165.0,00:31:54
2617,12,2015-10-24 16:01:37,1.165,ON_FOOT,"university,local_government_office,point_of_interest,establishment",Mostly Cloudy,16.0,0.0,0.0,0.0,22.0,1030.0,16:01:37
2620,12,2015-10-25 00:31:31,0.0733333333333333,ON_FOOT,"home_goods_store,store,point_of_interest,establishment",Mostly Cloudy,15.7,3.0,3.0,0.0,8.0,342.0,00:31:31
2621,12,2015-10-25 12:32:01,9.46777777777778,STILL,"electronics_store,store,point_of_interest,establishment",Clear,6.0,0.0,0.0,0.0,0.0,0.0,12:32:01
2622,12,2015-10-25 16:01:00,0.201944444444444,ON_FOOT,"store,point_of_interest,establishment",Clear,12.3,3.2,0.0,0.0,12.0,558.0,16:01:00
2627,12,2015-10-26 16:01:31,0.0166666666666667,STILL,work,Clear,11.7,2.0,0.0,0.0,5.0,282.0,16:01:31
2629,12,2015-10-26 21:31:01,0.0025,ON_FOOT,"park,point_of_interest,establishment",Clear,13.8,0.0,0.0,0.0,14.0,630.0,21:31:01
2630,12,2015-10-27 00:32:22,0.414444444444444,STILL,"electronics_store,store,point_of_interest,establishment",Clear,9.6,0.9,0.0,0.0,0.0,0.0,00:32:22
2631,12,2015-10-27 12:31:41,6.95583333333333,STILL,"electronics_store,store,point_of_interest,establishment",Clear,7.9,4.0,0.0,0.0,5.0,249.0,12:31:41
2632,12,2015-10-27 16:00:54,0.2425,ON_FOOT,"university,atm,finance,point_of_interest,establishment",Clear,11.3,2.0,0.0,0.0,1.0,13.0,16:00:54
2636,12,2015-10-28 12:31:05,0.101388888888889,STILL,"university,local_government_office,point_of_interest,establishment",Rain,11.4,2.0,65.0,0.0,20.0,1128.0,12:31:05
2637,12,2015-10-28 16:01:46,0.521944444444444,STILL,work,Overcast,13.3,10.1,45.0,0.0,7.0,350.0,16:01:46
2641,12,2015-10-29 12:31:36,6.95027777777778,STILL,"electronics_store,store,point_of_interest,establishment",Clear,3.0,0.4,15.0,0.0,18.0,971.0,12:31:36
2642,12,2015-10-29 16:01:26,0.0402777777777778,STILL,"university,point_of_interest,establishment",Overcast,4.5,21.9,0.0,0.0,3.0,90.0,16:01:26
2643,12,2015-10-29 18:31:05,0.0794444444444444,STILL,"university,point_of_interest,establishment",Overcast,5.1,6.9,0.0,0.0,0.0,0.0,18:31:05
2644,12,2015-10-29 21:31:41,0.0008333333333333,STILL,"university,point_of_interest,establishment",Overcast,6.7,6.0,0.0,0.0,24.0,1366.0,21:31:41
2645,12,2015-10-30 00:32:00,0.444444444444444,UNKNOWN,"store,cafe,food,point_of_interest,establishment",Overcast,7.3,1.8,1.0,0.0,15.0,596.0,00:32:00
2647,12,2015-10-30 16:01:57,0.0586111111111111,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,8.8,0.0,5.0,0.0,0.0,0.0,16:01:57
2648,12,2015-10-30 18:30:58,0.0252777777777778,ON_FOOT,"cafe,food,point_of_interest,establishment",Overcast,9.1,4.9,0.0,0.0,9.0,949.0,18:30:58
2656,12,2015-11-01 13:31:37,7.36722222222222,STILL,"electronics_store,store,point_of_interest,establishment",Clear,10.6,0.2,0.0,0.0,0.0,0.0,13:31:37
2658,12,2015-11-01 19:31:40,0.0066666666666666,STILL,"university,point_of_interest,establishment",Clear,17.5,7.0,0.0,0.0,0.0,0.0,19:31:40
2659,12,2015-11-01 22:31:58,1.25055555555556,STILL,"university,point_of_interest,establishment",Clear,14.7,0.0,0.0,0.0,2.0,207.0,22:31:58
2669,12,2015-11-03 22:31:48,0.727777777777778,STILL,work,Clear,20.8,0.0,0.0,0.0,18.0,1581.0,22:31:48
2670,12,2015-11-04 01:32:18,0.505833333333333,STILL,"cafe,food,point_of_interest,establishment",Clear,16.1,6.9,0.0,0.0,7.0,514.0,01:32:18
2671,12,2015-11-04 13:31:49,0.218055555555556,STILL,"university,local_government_office,point_of_interest,establishment",Clear,10.3,0.0,0.0,0.0,15.0,726.0,13:31:49
2677,12,2015-11-05 17:01:25,0.153888888888889,STILL,work,Overcast,18.8,6.0,0.0,0.0,0.0,0.0,17:01:25
2681,12,2015-11-06 13:31:55,0.0158333333333333,STILL,"university,local_government_office,point_of_interest,establishment",Overcast,14.8,5.0,0.0,0.0,15.0,749.0,13:31:55
2682,12,2015-11-06 17:01:39,0.0136111111111111,STILL,work,Partly Cloudy,15.9,4.0,0.0,0.0,9.0,776.0,17:01:39
2684,12,2015-11-06 22:32:15,0.427222222222222,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,9.9,10.1,0.0,0.0,10.0,336.0,22:32:15
2685,12,2015-11-07 01:31:13,0.0180555555555556,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,9.7,0.0,0.0,0.0,8.0,383.0,01:31:13
2688,12,2015-11-07 19:31:31,0.126111111111111,STILL,"store,cafe,food,point_of_interest,establishment",Mostly Cloudy,11.0,3.7,0.0,0.0,10.0,541.0,19:31:31
2689,12,2015-11-07 22:32:09,2.04555555555556,UNKNOWN,"electronics_store,store,point_of_interest,establishment",Overcast,7.7,8.9,0.0,0.0,20.0,664.0,22:32:09
2690,12,2015-11-08 01:31:48,0.0344444444444444,STILL,"cafe,food,point_of_interest,establishment",Clear,5.8,0.0,0.0,0.0,2.0,105.0,01:31:48
2692,12,2015-11-08 17:02:25,0.421388888888889,STILL,"electronics_store,store,point_of_interest,establishment",Clear,9.1,0.9,0.0,0.0,1.0,19.0,17:02:25
2693,12,2015-11-08 19:31:32,0.597777777777778,ON_FOOT,"university,local_government_office,point_of_interest,establishment",Clear,9.8,8.1,0.0,0.0,24.0,887.0,19:31:32
2694,12,2015-11-08 22:32:24,2.13361111111111,STILL,"cafe,food,point_of_interest,establishment",Clear,8.5,0.0,0.0,0.0,4.0,207.0,22:32:24
2700,12,2015-11-10 01:31:44,0.0211111111111111,STILL,"park,point_of_interest,establishment",Clear,7.9,2.0,2.0,0.0,0.0,0.0,01:31:44
2702,12,2015-11-10 17:01:54,0.0055555555555555,UNKNOWN,"electronics_store,store,point_of_interest,establishment",Overcast,7.1,1.6,15.0,0.0,11.0,538.0,17:01:54
2703,12,2015-11-10 19:33:25,1.43944444444444,STILL,"electronics_store,store,point_of_interest,establishment",Overcast,7.5,6.0,15.0,0.0,2.0,130.0,19:33:25
2706,12,2015-11-11 13:31:41,0.0761111111111111,STILL,"electronics_store,store,point_of_interest,establishment",Clear,1.0,0.0,0.0,0.0,20.0,1052.0,13:31:41
2707,12,2015-11-11 17:02:03,0.663333333333333,STILL,work,Clear,11.9,1.0,0.0,0.0,7.0,436.0,17:02:03
2708,12,2015-11-11 19:30:46,0.0063888888888888,ON_FOOT,work,Clear,12.6,6.9,0.0,0.0,16.0,1466.0,19:30:46
2710,12,2015-11-12 01:31:38,0.341388888888889,STILL,"electronics_store,store,point_of_interest,establishment",Clear,8.9,8.9,0.0,0.0,3.0,59.0,01:31:38
2713,13,2015-08-27 16:01:30,0.3,STILL,"university,point_of_interest,establishment",Overcast,17.8,0.0,0.0,0.0,14.0,1187.0,16:01:30
2714,13,2015-08-27 18:32:43,0.0211111111111111,STILL,"university,point_of_interest,establishment",Overcast,19.0,1.0,0.0,0.0,8.0,593.0,18:32:43
2721,13,2015-08-29 00:00:57,0.0383333333333333,STILL,home,Clear,20.6,0.0,0.0,0.0,17.0,523.0,00:00:57
