,user.index,sugg.decision.utime,sugg.device.since,recognized.activity,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins60,jbsteps60,Time of Day
5695,26,2015-11-22 17:46:52,,STILL,"store,point_of_interest,establishment",Clear,-0.8,2.0,0.0,0.0,9.0,326.0,17:46:52
5696,26,2015-11-22 19:31:58,,ON_FOOT,"store,food,point_of_interest,establishment",Clear,-0.7,1.0,0.0,0.0,17.0,688.0,19:31:58
5697,26,2015-11-22 21:32:19,,ON_FOOT,"department_store,store,point_of_interest,establishment",Partly Cloudy,-1.5,8.1,0.0,0.0,10.0,500.0,21:32:19
5700,26,2015-11-23 17:46:51,,IN_VEHICLE,"general_contractor,home_goods_store,store,point_of_interest,establishment",Snow,-0.9,0.0,59.0,5.0,5.0,314.0,17:46:51
5702,26,2015-11-23 21:47:22,,STILL,"university,doctor,health,point_of_interest,establishment",Overcast,0.3,0.0,24.0,0.0,12.0,484.0,21:47:22
5703,26,2015-11-24 00:57:31,,ON_FOOT,"store,point_of_interest,establishment",Overcast,-0.9,0.0,0.0,0.0,2.0,100.0,00:57:31
5709,26,2015-11-25 13:31:37,,STILL,"store,point_of_interest,establishment",Clear,-0.6,0.0,0.0,0.0,8.0,293.0,13:31:37
5710,26,2015-11-25 17:46:43,,UNKNOWN,"store,point_of_interest,establishment",Clear,9.9,2.0,0.0,0.0,22.0,1075.0,17:46:43
5712,26,2015-11-25 21:31:30,,UNKNOWN,"store,point_of_interest,establishment",Clear,10.2,0.0,0.0,0.0,27.0,1147.0,21:31:30
5713,26,2015-11-26 00:58:35,,STILL,"store,point_of_interest,establishment",Partly Cloudy,6.4,0.0,0.0,0.0,5.0,101.0,00:58:35
5717,26,2015-11-27 04:00:16,,ON_FOOT,"store,point_of_interest,establishment",Overcast,14.2,5.0,0.0,0.0,2.0,58.0,04:00:16
5719,26,2015-11-27 13:31:31,,STILL,"store,point_of_interest,establishment",Rain,11.8,2.0,91.0,0.0,0.0,0.0,13:31:31
5720,26,2015-11-27 17:46:56,,IN_VEHICLE,"gym,health,point_of_interest,establishment",Rain,7.8,6.0,8.0,0.0,32.0,2215.0,17:46:56
5722,26,2015-11-27 21:54:58,,ON_FOOT,"store,point_of_interest,establishment",Rain,3.2,5.0,10.0,0.0,7.0,427.0,21:54:58
5724,26,2015-11-28 13:32:23,,STILL,"store,point_of_interest,establishment",Overcast,0.1,0.0,0.0,0.0,7.0,193.0,13:32:23
5725,26,2015-11-28 17:50:16,,STILL,"restaurant,food,point_of_interest,establishment",Overcast,2.0,1.7,0.0,0.0,2.0,63.0,17:50:16
5726,26,2015-11-28 19:31:02,,ON_FOOT,"finance,jewelry_store,store,point_of_interest,establishment",Overcast,3.2,0.0,0.0,0.0,9.0,337.0,19:31:02
5728,26,2015-11-29 00:57:40,,STILL,"store,point_of_interest,establishment",Clear,-1.6,0.0,0.0,0.0,1.0,18.0,00:57:40
5729,26,2015-11-29 13:31:30,,IN_VEHICLE,"store,point_of_interest,establishment",Clear,-7.0,0.0,0.0,0.0,5.0,300.0,13:31:30
5730,26,2015-11-29 17:46:34,,UNKNOWN,"store,point_of_interest,establishment",Clear,2.3,5.0,0.0,0.0,6.0,200.0,17:46:34
5731,26,2015-11-29 19:31:11,,STILL,"store,point_of_interest,establishment",Clear,3.8,1.0,0.0,0.0,5.0,198.0,19:31:11
5735,26,2015-11-30 17:47:19,,STILL,"university,doctor,health,point_of_interest,establishment",Clear,6.3,5.0,0.0,0.0,5.0,209.0,17:47:19
5736,26,2015-11-30 19:31:30,,STILL,"university,doctor,health,point_of_interest,establishment",Clear,7.8,5.0,0.0,0.0,3.0,132.0,19:31:30
5743,26,2015-12-02 00:57:49,,STILL,"store,point_of_interest,establishment",Partly Cloudy,3.6,0.0,0.0,0.0,2.0,84.0,00:57:49
5748,26,2015-12-03 00:57:50,,STILL,"store,point_of_interest,establishment",Overcast,1.4,0.0,30.0,0.0,6.0,151.0,00:57:50
5749,26,2015-12-03 13:34:07,,STILL,"university,doctor,health,point_of_interest,establishment",Overcast,1.5,0.0,0.0,0.0,6.0,338.0,13:34:07
5751,26,2015-12-03 19:32:14,,STILL,"university,doctor,health,point_of_interest,establishment",Mostly Cloudy,5.9,6.0,0.0,0.0,6.0,178.0,19:32:14
5753,26,2015-12-04 00:56:56,,STILL,"store,point_of_interest,establishment",Overcast,4.6,3.0,0.0,0.0,10.0,307.0,00:56:56
5761,26,2015-12-05 19:31:03,,ON_FOOT,"store,point_of_interest,establishment",Partly Cloudy,5.8,1.0,0.0,0.0,27.0,1181.0,19:31:03
5763,26,2015-12-06 00:57:33,,STILL,"store,point_of_interest,establishment",Fog,-0.7,1.0,0.0,0.0,5.0,155.0,00:57:33
5765,26,2015-12-06 17:45:59,,IN_VEHICLE,"store,point_of_interest,establishment",Partly Cloudy,5.6,4.7,0.0,0.0,10.0,400.0,17:45:59
5766,26,2015-12-06 19:31:59,,STILL,"store,point_of_interest,establishment",Partly Cloudy,6.2,4.0,0.0,0.0,15.0,423.0,19:31:59
5768,26,2015-12-07 01:00:35,,STILL,"store,point_of_interest,establishment",Partly Cloudy,-0.6,1.3,0.0,0.0,12.0,295.0,01:00:35
5769,26,2015-12-07 13:37:13,,STILL,"university,doctor,health,point_of_interest,establishment",Clear,-3.4,0.3,0.0,0.0,1.0,19.0,13:37:13
5770,26,2015-12-07 17:46:47,,STILL,"pharmacy,store,health,point_of_interest,establishment",Clear,7.9,2.0,0.0,0.0,8.0,354.0,17:46:47
5771,26,2015-12-07 19:54:53,,STILL,"university,point_of_interest,establishment",Clear,8.8,2.0,0.0,0.0,5.0,136.0,19:54:53
5774,26,2015-12-08 13:31:07,,STILL,"university,doctor,health,point_of_interest,establishment",Overcast,3.1,4.0,4.0,0.0,2.0,91.0,13:31:07
5777,26,2015-12-08 21:41:22,,UNKNOWN,"university,point_of_interest,establishment",Partly Cloudy,6.6,4.0,0.0,0.0,8.0,370.0,21:41:22
5780,26,2015-12-09 17:49:02,,STILL,"university,point_of_interest,establishment",Overcast,9.1,7.0,0.0,0.0,27.0,2330.0,17:49:02
5784,26,2015-12-10 13:33:50,,IN_VEHICLE,"store,point_of_interest,establishment",Clear,3.4,10.1,0.0,0.0,13.0,739.0,13:33:50
5787,26,2015-12-10 21:31:01,,IN_VEHICLE,"gas_station,convenience_store,food,store,point_of_interest,establishment",Clear,11.2,10.5,0.0,0.0,14.0,367.0,21:31:01
5790,26,2015-12-11 17:45:59,,ON_FOOT,"university,doctor,health,point_of_interest,establishment",Clear,12.4,7.0,0.0,0.0,31.0,2562.0,17:45:59
5794,26,2015-12-12 13:31:30,,STILL,"store,point_of_interest,establishment",Overcast,8.9,2.0,0.0,0.0,3.0,134.0,13:31:30
5795,26,2015-12-12 17:46:06,,IN_VEHICLE,"gym,health,point_of_interest,establishment",Overcast,14.2,1.8,0.0,0.0,15.0,571.0,17:46:06
5800,26,2015-12-13 17:46:51,,IN_VEHICLE,"park,point_of_interest,establishment",Clear,15.5,14.1,0.0,0.0,5.0,244.0,17:46:51
5803,26,2015-12-14 00:59:28,,STILL,"store,point_of_interest,establishment",Partly Cloudy,14.4,2.7,53.0,0.0,18.0,670.0,00:59:28
5813,27,2015-12-03 17:31:08,,STILL,"university,point_of_interest,establishment",Mostly Cloudy,4.4,8.9,0.0,0.0,8.0,448.0,17:31:08
5815,27,2015-12-03 23:02:52,,STILL,"restaurant,food,bar,point_of_interest,establishment",,0.0,0.0,0.0,0.0,4.0,164.0,23:02:52
5821,27,2015-12-05 00:31:54,,STILL,"park,point_of_interest,establishment",Clear,0.6,0.0,0.0,0.0,1.0,48.0,00:31:54
5826,27,2015-12-06 00:31:32,,STILL,"park,point_of_interest,establishment",Overcast,-0.4,0.7,0.0,0.0,26.0,1250.0,00:31:32
5827,27,2015-12-06 13:21:31,,STILL,"park,point_of_interest,establishment",Light Freezing Fog,-1.8,0.0,0.0,0.0,0.0,0.0,13:21:31
5828,27,2015-12-06 17:32:20,,IN_VEHICLE,"laundry,home_goods_store,store,point_of_interest,establishment",Light Freezing Fog,-1024.0,-1.0,-1.0,-1.0,10.0,448.0,17:32:20
5836,27,2015-12-08 00:31:55,,IN_VEHICLE,"university,museum,point_of_interest,establishment",Fog,1.4,4.9,0.0,0.0,14.0,475.0,00:31:55
5837,27,2015-12-08 13:20:46,,STILL,"park,point_of_interest,establishment",Fog,2.5,0.0,2.0,0.0,0.0,0.0,13:20:46
5838,27,2015-12-08 17:30:58,,STILL,work,Overcast,4.4,11.0,0.0,0.0,10.0,639.0,17:30:58
5839,27,2015-12-08 19:34:58,,STILL,work,Overcast,6.7,3.8,0.0,0.0,6.0,175.0,19:34:58
5840,27,2015-12-08 23:02:12,,STILL,work,Clear,4.8,2.0,0.0,0.0,2.0,50.0,23:02:12
5843,27,2015-12-09 17:31:07,,STILL,"park,point_of_interest,establishment",Overcast,8.8,1.5,0.0,0.0,26.0,1916.0,17:31:07
5848,27,2015-12-10 17:33:54,,STILL,work,Clear,10.2,3.1,0.0,0.0,4.0,167.0,17:33:54
5849,27,2015-12-10 19:31:41,,UNKNOWN,work,Clear,11.4,16.1,0.0,0.0,4.0,103.0,19:31:41
5852,27,2015-12-11 13:22:17,,STILL,"park,point_of_interest,establishment",Clear,5.0,0.8,0.0,0.0,30.0,1848.0,13:22:17
5855,27,2015-12-11 23:01:49,,IN_VEHICLE,"bakery,store,food,point_of_interest,establishment",Clear,9.4,0.0,0.0,0.0,16.0,1254.0,23:01:49
5865,27,2015-12-13 23:01:19,,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Partly Cloudy,15.3,8.1,38.0,0.0,12.0,965.0,23:01:19
5866,27,2015-12-14 00:32:48,,ON_FOOT,"park,point_of_interest,establishment",Overcast,14.4,0.0,43.0,0.0,7.0,263.0,00:32:48
5867,27,2015-12-14 13:20:57,,STILL,"park,point_of_interest,establishment",Overcast,13.4,2.6,62.0,0.0,2.0,50.0,13:20:57
5871,27,2015-12-15 00:31:10,,IN_VEHICLE,"university,school,point_of_interest,establishment",Overcast,8.4,14.1,15.0,0.0,9.0,655.0,00:31:10
5872,27,2015-12-15 13:21:44,,STILL,"park,point_of_interest,establishment",Overcast,6.1,2.0,10.0,0.0,0.0,0.0,13:21:44
5876,27,2015-12-16 00:31:53,,STILL,"meal_takeaway,store,bar,restaurant,food,point_of_interest,establishment",Overcast,4.5,0.0,0.0,0.0,17.0,1631.0,00:31:53
5888,27,2015-12-18 17:31:40,,STILL,"restaurant,food,point_of_interest,establishment",Overcast,-1.7,10.1,15.0,0.0,0.0,0.0,17:31:40
5891,27,2015-12-19 00:31:23,,IN_VEHICLE,"home_goods_store,store,point_of_interest,establishment",Overcast,-3.3,10.1,45.0,0.0,6.0,144.0,00:31:23
5893,27,2015-12-19 17:31:20,,IN_VEHICLE,"park,point_of_interest,establishment",Overcast,-2.9,5.2,0.0,0.0,0.0,0.0,17:31:20
5895,27,2015-12-19 23:01:32,,STILL,work,Overcast,-3.3,6.0,0.0,0.0,6.0,162.0,23:01:32
5896,27,2015-12-20 00:31:02,,STILL,"restaurant,bar,food,point_of_interest,establishment",Clear,-3.8,2.0,0.0,0.0,17.0,1363.0,00:31:02
5900,27,2015-12-20 23:01:08,,IN_VEHICLE,"store,point_of_interest,establishment",Clear,5.6,10.7,0.0,0.0,6.0,116.0,23:01:08
5903,27,2015-12-21 17:33:31,,STILL,work,Light Rain,5.4,1.6,100.0,0.0,1.0,32.0,17:33:31
5905,27,2015-12-21 23:02:21,,STILL,work,Overcast,8.6,4.0,0.0,0.0,31.0,2428.0,23:02:21
5906,27,2015-12-22 00:31:13,,STILL,"park,point_of_interest,establishment",Overcast,9.2,8.1,4.0,0.0,0.0,0.0,00:31:13
5914,27,2015-12-23 19:32:17,,ON_FOOT,"cafe,food,store,point_of_interest,establishment",Rain,13.7,10.1,0.0,0.0,13.0,1247.0,19:32:17
5917,27,2015-12-24 13:23:45,,STILL,"restaurant,food,point_of_interest,establishment",Scattered Clouds,5.2,8.0,0.0,0.0,0.0,0.0,13:23:45
5918,27,2015-12-24 20:31:34,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Overcast,5.5,1.3,5.0,0.0,3.0,164.0,20:31:34
5922,27,2015-12-25 16:22:04,,STILL,"pharmacy,store,health,point_of_interest,establishment",Overcast,1.7,0.0,0.0,0.0,0.0,0.0,16:22:04
5923,27,2015-12-25 20:35:48,,STILL,"store,point_of_interest,establishment",Overcast,4.3,0.0,0.0,0.0,3.0,73.0,20:35:48
5924,27,2015-12-25 22:34:04,,IN_VEHICLE,"store,point_of_interest,establishment",Overcast,4.9,0.0,0.0,0.0,1.0,13.0,22:34:04
5926,27,2015-12-26 03:31:43,,STILL,"store,point_of_interest,establishment",Mostly Cloudy,1.9,0.0,0.0,0.0,8.0,191.0,03:31:43
5935,27,2015-12-28 02:01:42,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Rain,2.3,0.0,78.0,0.0,17.0,612.0,02:01:42
5937,27,2015-12-28 16:21:36,,UNKNOWN,"store,point_of_interest,establishment",Overcast,2.5,0.0,1.0,0.0,0.0,0.0,16:21:36
5940,27,2015-12-29 02:02:01,,IN_VEHICLE,"pet_store,store,veterinary_care,health,point_of_interest,establishment",Overcast,3.6,0.0,14.0,0.0,10.0,383.0,02:02:01
5942,27,2015-12-29 16:23:35,,STILL,"pet_store,store,veterinary_care,health,point_of_interest,establishment",Overcast,2.4,0.0,0.0,0.0,0.0,0.0,16:23:35
5943,27,2015-12-29 20:31:32,,STILL,"store,point_of_interest,establishment",Overcast,5.4,1.0,1.0,0.0,3.0,150.0,20:31:32
5947,27,2015-12-30 16:21:33,,STILL,"pet_store,store,veterinary_care,health,point_of_interest,establishment",Clear,-0.2,3.0,0.0,0.0,0.0,0.0,16:21:33
5948,27,2015-12-30 20:31:21,,ON_FOOT,"park,point_of_interest,establishment",Partly Cloudy,3.9,0.9,0.0,0.0,8.0,366.0,20:31:21
5949,27,2015-12-30 22:30:44,,IN_VEHICLE,"store,point_of_interest,establishment",Partly Cloudy,2.4,1.3,0.0,0.0,0.0,0.0,22:30:44
5950,27,2015-12-31 02:01:28,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Clear,0.4,3.2,0.0,0.0,5.0,441.0,02:01:28
5951,27,2015-12-31 03:32:05,,STILL,"clothing_store,store,point_of_interest,establishment",Clear,-0.2,1.1,0.0,0.0,10.0,800.0,03:32:05
5953,27,2015-12-31 20:32:02,,STILL,"general_contractor,home_goods_store,store,point_of_interest,establishment",Clear,1.1,8.0,0.0,0.0,2.0,29.0,20:32:02
5954,27,2015-12-31 22:31:42,,IN_VEHICLE,"general_contractor,home_goods_store,store,point_of_interest,establishment",Clear,1.1,10.0,0.0,0.0,17.0,490.0,22:31:42
5968,27,2016-01-03 20:31:48,,STILL,"restaurant,food,point_of_interest,establishment",Overcast,-1.6,0.0,24.0,0.0,16.0,600.0,20:31:48
5970,27,2016-01-04 02:01:31,,STILL,"book_store,clothing_store,store,point_of_interest,establishment",Snow,-1.6,0.0,78.0,0.0,4.0,133.0,02:01:31
5972,27,2016-01-04 16:21:43,,STILL,"general_contractor,home_goods_store,store,point_of_interest,establishment",Overcast,-1.3,0.0,2.0,0.0,0.0,0.0,16:21:43
5974,27,2016-01-04 22:30:56,,STILL,"grocery_or_supermarket,bakery,store,food,point_of_interest,establishment",Overcast,1.0,1.0,0.0,0.0,5.0,169.0,22:30:56
5980,27,2016-01-05 23:02:25,,STILL,"park,point_of_interest,establishment",Clear,-5.0,0.0,0.0,0.0,19.0,1378.0,23:02:25
5981,27,2016-01-06 00:32:22,,IN_VEHICLE,"restaurant,food,point_of_interest,establishment",Clear,-5.1,1.6,0.0,0.0,15.0,968.0,00:32:22
6007,27,2016-01-11 13:21:59,,STILL,"park,point_of_interest,establishment",Overcast,-12.5,2.2,15.0,0.0,0.0,0.0,13:21:59
6009,27,2016-01-11 19:31:12,,IN_VEHICLE,"gym,health,point_of_interest,establishment",Mostly Cloudy,-9.7,6.0,15.0,0.0,4.0,297.0,19:31:12
6011,27,2016-01-12 00:30:58,,IN_VEHICLE,"meal_takeaway,restaurant,meal_delivery,food,point_of_interest,establishment",Overcast,-10.8,0.0,51.0,3.0,12.0,1096.0,00:30:58
6012,27,2016-01-12 13:22:26,,STILL,"park,point_of_interest,establishment",Light Snow,-5.9,3.1,47.0,0.0,0.0,0.0,13:22:26
6014,27,2016-01-12 19:32:07,,STILL,"park,point_of_interest,establishment",Overcast,-7.4,10.1,30.0,0.0,4.0,80.0,19:32:07
6019,27,2016-01-13 19:32:42,,STILL,work,Mostly Cloudy,-9.9,8.9,15.0,0.0,2.0,200.0,19:32:42
6023,27,2016-01-14 17:31:50,,STILL,"park,point_of_interest,establishment",Scattered Clouds,-0.7,2.2,0.0,0.0,0.0,0.0,17:31:50
6025,28,2015-10-22 23:30:57,0.363055555555556,ON_FOOT,"park,point_of_interest,establishment",Clear,13.3,0.0,0.0,0.0,31.0,3931.0,23:30:57
6030,28,2015-10-23 23:30:50,0.461944444444444,ON_FOOT,"park,point_of_interest,establishment",Clear,11.7,0.0,0.0,0.0,34.0,3281.0,23:30:50
6045,28,2015-10-26 23:30:58,0.370555555555556,ON_FOOT,"park,point_of_interest,establishment",Clear,10.9,0.0,0.0,0.0,44.0,4464.0,23:30:58
6046,28,2015-10-27 11:02:24,1.0175,STILL,home,Clear,7.3,0.0,0.0,0.0,2.0,63.0,11:02:24
6050,28,2015-10-27 23:30:55,0.218055555555556,ON_FOOT,"park,point_of_interest,establishment",Mostly Cloudy,11.3,1.1,0.0,0.0,42.0,4445.0,23:30:55
6053,28,2015-10-28 18:30:48,0.3875,ON_FOOT,"university,point_of_interest,establishment",Overcast,14.4,11.0,45.0,0.0,27.0,1938.0,18:30:48
6055,28,2015-10-28 23:30:54,0.506944444444444,ON_FOOT,"airport,point_of_interest,establishment",Overcast,14.4,16.1,5.0,0.0,33.0,3357.0,23:30:54
6057,28,2015-10-29 15:32:01,0.493055555555556,STILL,"university,point_of_interest,establishment",Mostly Cloudy,4.3,12.1,0.0,0.0,4.0,299.0,15:32:01
6059,28,2015-10-29 22:02:01,0.860277777777778,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Overcast,5.9,11.0,0.0,0.0,8.0,272.0,22:02:01
6060,28,2015-10-29 23:30:50,0.491111111111111,ON_FOOT,"university,doctor,health,point_of_interest,establishment",Overcast,5.8,8.9,1.0,0.0,35.0,3406.0,23:30:50
6061,28,2015-10-30 11:00:47,0.0097222222222222,STILL,home,Partly Cloudy,4.8,0.0,0.0,0.0,7.0,353.0,11:00:47
6064,28,2015-10-30 22:01:53,0.0019444444444444,STILL,home,Overcast,9.3,4.9,0.0,0.0,6.0,401.0,22:01:53
6065,28,2015-10-30 23:31:03,0.539166666666667,ON_FOOT,"university,health,point_of_interest,establishment",Overcast,8.8,0.0,0.0,0.0,34.0,2809.0,23:31:03
6067,28,2015-10-31 15:31:50,0.709722222222222,STILL,home,Mostly Cloudy,8.5,1.1,15.0,0.0,48.0,4448.0,15:31:50
6068,28,2015-10-31 18:32:07,0.045,STILL,home,Overcast,8.6,1.0,53.0,0.0,0.0,0.0,18:32:07
6069,28,2015-10-31 22:01:39,0.223333333333333,ON_FOOT,"bakery,store,restaurant,food,point_of_interest,establishment",Overcast,8.4,5.6,23.0,0.0,19.0,1663.0,22:01:39
6073,28,2015-11-01 19:31:55,0.886944444444444,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Clear,17.0,15.0,0.0,0.0,1.0,30.0,19:31:55
6074,28,2015-11-01 23:01:53,0.304722222222222,STILL,home,Clear,13.3,0.0,0.0,0.0,8.0,268.0,23:01:53
6078,28,2015-11-02 19:31:40,0.373055555555556,ON_FOOT,"clothing_store,store,point_of_interest,establishment",Clear,20.9,6.9,0.0,0.0,15.0,959.0,19:31:40
6080,28,2015-11-03 00:31:31,1.08888888888889,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Clear,12.7,0.0,0.0,0.0,0.0,0.0,00:31:31
6081,28,2015-11-03 12:01:31,2.03083333333333,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Clear,10.4,4.0,0.0,0.0,7.0,266.0,12:01:31
6082,28,2015-11-03 16:33:01,0.359166666666667,STILL,"university,point_of_interest,establishment",Clear,21.1,0.9,0.0,0.0,2.0,75.0,16:33:01
6083,28,2015-11-03 19:31:31,3.33416666666667,STILL,work,Clear,24.4,4.9,0.0,0.0,23.0,1439.0,19:31:31
6086,28,2015-11-04 12:01:32,0.281666666666667,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Clear,7.2,0.0,0.0,0.0,24.0,1674.0,12:01:32
6087,28,2015-11-04 16:32:27,2.96527777777778,ON_FOOT,work,Clear,20.2,0.9,0.0,0.0,37.0,1539.0,16:32:27
6090,28,2015-11-05 00:31:30,0.360277777777778,STILL,home,Clear,15.8,0.0,0.0,0.0,7.0,304.0,00:31:30
6091,28,2015-11-05 12:01:45,0.729166666666667,STILL,home,Mostly Cloudy,13.8,0.0,0.0,0.0,6.0,250.0,12:01:45
6092,28,2015-11-05 16:31:40,0.100833333333333,STILL,"university,point_of_interest,establishment",Overcast,17.9,6.0,0.0,0.0,5.0,365.0,16:31:40
6093,28,2015-11-05 19:31:09,0.0513888888888889,STILL,work,Mostly Cloudy,21.7,8.1,0.0,0.0,20.0,1588.0,19:31:09
6094,28,2015-11-05 23:00:50,0.0286111111111111,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Mostly Cloudy,19.9,8.9,0.0,0.0,8.0,445.0,23:00:50
6096,28,2015-11-06 12:01:57,0.523333333333333,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Rain,17.4,2.0,82.0,0.0,9.0,376.0,12:01:57
6097,28,2015-11-06 16:31:37,0.313888888888889,STILL,"university,point_of_interest,establishment",Partly Cloudy,14.7,12.1,1.0,0.0,4.0,125.0,16:31:37
6100,28,2015-11-07 00:31:30,0.229166666666667,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Overcast,8.8,0.0,0.0,0.0,20.0,1775.0,00:31:30
6102,28,2015-11-07 16:31:33,0.0533333333333333,STILL,"restaurant,food,point_of_interest,establishment",Partly Cloudy,9.9,3.0,0.0,0.0,49.0,3837.0,16:31:33
6104,28,2015-11-07 23:02:48,0.0102777777777778,STILL,home,Partly Cloudy,6.7,0.4,0.0,0.0,39.0,3409.0,23:02:48
6105,28,2015-11-08 00:30:52,0.482777777777778,STILL,home,Clear,5.3,0.0,0.0,0.0,1.0,26.0,00:30:52
6108,28,2015-11-08 19:32:00,0.163888888888889,STILL,home,Clear,9.8,8.1,0.0,0.0,1.0,31.0,19:32:00
6116,28,2015-11-10 12:01:57,0.355472222235468,STILL,home,Rain,6.4,0.0,49.0,0.0,10.0,454.0,12:01:57
6117,28,2015-11-10 16:31:32,0.8125,STILL,"university,point_of_interest,establishment",Overcast,7.2,8.1,15.0,0.0,0.0,0.0,16:31:32
6119,28,2015-11-10 23:01:31,0.379166666666667,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Overcast,7.8,0.9,0.0,0.0,10.0,311.0,23:01:31
6120,28,2015-11-11 00:31:57,1.22527777777778,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Overcast,8.0,4.9,0.0,0.0,44.0,3448.0,00:31:57
6121,28,2015-11-11 12:01:31,0.312777777777778,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Fog,5.9,2.9,0.0,0.0,28.0,1866.0,12:01:31
6123,28,2015-11-11 19:30:52,1.34333333333333,ON_FOOT,"university,point_of_interest,establishment",Clear,12.6,6.9,0.0,0.0,16.0,1346.0,19:30:52
6124,28,2015-11-11 23:01:31,0.805555555555556,STILL,home,Clear,11.1,0.9,0.0,0.0,1.0,73.0,23:01:31
6127,28,2015-11-12 16:31:37,0.0433333333333333,STILL,"university,point_of_interest,establishment",Overcast,8.6,12.0,15.0,0.0,12.0,827.0,16:31:37
6128,28,2015-11-12 19:32:49,1.9925,ON_FOOT,"university,point_of_interest,establishment",Overcast,8.1,33.1,15.0,0.0,12.0,965.0,19:32:49
6131,28,2015-11-13 12:02:23,0.569166666666667,ON_FOOT,home,Overcast,4.7,4.0,24.0,0.0,25.0,2055.0,12:02:23
6132,28,2015-11-13 16:31:32,3.92972222222222,STILL,work,Overcast,4.9,10.1,31.0,0.0,4.0,200.0,16:31:32
6133,28,2015-11-13 19:31:32,1.52055555555556,STILL,"university,point_of_interest,establishment",Overcast,4.9,34.0,46.0,0.0,19.0,1278.0,19:31:32
6134,28,2015-11-13 23:01:32,1.11388888888889,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Overcast,3.4,11.0,15.0,0.0,1.0,20.0,23:01:32
6135,28,2015-11-14 00:31:35,0.803888888888889,ON_FOOT,"clothing_store,store,point_of_interest,establishment",Overcast,3.5,8.1,15.0,0.0,23.0,1932.0,00:31:35
6136,28,2015-11-14 12:01:31,1.46361111111111,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Clear,1.5,6.9,0.0,0.0,1.0,23.0,12:01:31
6142,28,2015-11-15 16:30:50,0.0822222222222222,ON_FOOT,"store,point_of_interest,establishment",Clear,16.3,0.0,0.0,0.0,27.0,2491.0,16:30:50
6146,28,2015-11-16 12:01:31,1.07166666666667,STILL,"general_contractor,furniture_store,home_goods_store,store,point_of_interest,establishment",Clear,2.9,0.0,0.0,0.0,5.0,225.0,12:01:31
6147,28,2015-11-16 16:31:30,3.06722222222222,STILL,work,Clear,13.8,2.9,0.0,0.0,27.0,1260.0,16:31:30
6148,28,2015-11-16 19:31:31,6.0675,STILL,work,Clear,16.1,6.0,0.0,0.0,20.0,1555.0,19:31:31
6149,28,2015-11-16 23:00:53,0.518611111111111,ON_FOOT,"university,point_of_interest,establishment",Partly Cloudy,13.3,2.0,0.0,0.0,7.0,605.0,23:00:53
6150,28,2015-11-17 00:31:31,2.02916666666667,STILL,"restaurant,food,point_of_interest,establishment",Partly Cloudy,11.4,2.0,0.0,0.0,21.0,1752.0,00:31:31
6151,28,2015-11-17 12:01:47,0.101944444444444,ON_FOOT,home,Clear,6.5,0.0,0.0,0.0,18.0,847.0,12:01:47
6152,28,2015-11-17 16:31:42,0.52,STILL,"university,point_of_interest,establishment",Overcast,12.2,0.0,0.0,0.0,2.0,112.0,16:31:42
6156,28,2015-11-18 12:01:31,0.613888888888889,STILL,home,Clear,14.7,2.7,0.0,0.0,6.0,349.0,12:01:31
6157,28,2015-11-18 16:31:31,0.738611111111111,STILL,"restaurant,food,point_of_interest,establishment",Overcast,16.1,11.0,1.0,0.0,33.0,1486.0,16:31:31
6159,28,2015-11-18 23:01:31,0.0008333333333333,STILL,"university,point_of_interest,establishment",Rain,15.3,6.5,88.0,0.0,43.0,6099.0,23:01:31
6160,28,2015-11-19 00:31:40,1.25444444444444,STILL,"university,doctor,health,point_of_interest,establishment",Overcast,15.4,11.0,36.0,0.0,1.0,18.0,00:31:40
6170,28,2015-11-21 01:32:03,1.84111111111111,STILL,"park,point_of_interest,establishment",Overcast,4.5,0.0,66.0,0.0,13.0,566.0,01:32:03
6173,28,2015-11-21 20:31:31,0.684722222222222,STILL,"bar,restaurant,food,point_of_interest,establishment",Snow,1.0,0.0,100.0,3.0,8.0,336.0,20:31:31
6174,28,2015-11-22 00:02:17,0.462222222222222,STILL,"park,point_of_interest,establishment",Overcast,-1.4,0.4,16.0,0.0,0.0,0.0,00:02:17
