,user.index,sugg.decision.utime,sugg.response.utime,sugg.device.since,interaction.count,send.active,send.sedentary,recognized.activity,tag.active,tag.indoor,tag.outdoor,tag.outdoor_snow,front.end.application,response,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins30,jbsteps30,jbmins60,jbsteps60,jbmins120,jbsteps120,Time of Day
1871,9,2015-08-06 20:31:43,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,home,Mostly Cloudy,24.8,0.0,0.0,0.0,16.0,950.0,23.0,1152.0,27.0,1297.0,20:31:43
1875,9,2015-08-07 18:31:42,2015-08-07 19:01:45,0.0,0.0,True,False,UNKNOWN,True,True,True,True,OFF,no_response,work,Partly Cloudy,24.9,3.0,0.0,0.0,2.0,112.0,2.0,112.0,28.0,1923.0,18:31:42
1877,9,2015-08-07 23:01:37,2015-08-07 23:31:50,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,home,Mostly Cloudy,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23:01:37
1878,9,2015-08-08 11:01:35,2015-08-08 11:31:36,0.0,0.0,False,True,STILL,False,True,True,False,com.google.android.googlequicksearchbox:search,no_response,home,Overcast,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:01:35
1880,9,2015-08-08 18:32:04,2015-08-08 18:34:48,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Overcast,22.6,1.0,15.0,0.0,3.0,89.0,3.0,89.0,4.0,108.0,18:32:04
1881,9,2015-08-08 20:31:53,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Overcast,23.5,0.0,0.0,0.0,0.0,0.0,3.0,109.0,10.0,452.0,20:31:53
1882,9,2015-08-08 23:01:11,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"restaurant,food,point_of_interest,establishment",Overcast,23.3,1.0,0.0,0.0,2.0,54.0,12.0,488.0,21.0,790.0,23:01:11
1883,9,2015-08-09 11:02:12,2015-08-09 11:32:13,0.0,0.0,True,False,STILL,True,True,True,False,com.google.android.gms,no_response,home,Overcast,18.6,0.0,0.0,0.0,0.0,0.0,2.0,31.0,2.0,31.0,11:02:12
1884,9,2015-08-09 15:31:38,2015-08-09 15:35:24,0.0,0.0,True,False,STILL,True,False,True,False,OFF,bad,home,Overcast,25.3,0.0,0.0,0.0,2.0,37.0,3.0,52.0,3.0,52.0,15:31:38
1885,9,2015-08-09 18:31:04,2015-08-09 18:31:17,0.0,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Overcast,24.9,1.6,0.0,0.0,0.0,0.0,6.0,186.0,9.0,337.0,18:31:04
1886,9,2015-08-09 20:31:20,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,work,Clear,26.6,0.0,0.0,0.0,0.0,0.0,2.0,49.0,14.0,1099.0,20:31:20
1887,9,2015-08-09 23:01:36,Unknown,0.0,-1.0,False,True,STILL,False,True,True,True,OFF,No Response,"university,point_of_interest,establishment",Clear,25.8,1.1,0.0,0.0,10.0,843.0,10.0,843.0,10.0,843.0,23:01:36
1889,9,2015-08-10 15:31:36,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,work,Overcast,24.4,0.7,36.0,0.0,0.0,0.0,6.0,435.0,19.0,1415.0,15:31:36
1891,9,2015-08-10 20:31:36,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Mostly Cloudy,22.9,0.0,35.0,0.0,1.0,27.0,1.0,27.0,6.0,171.0,20:31:36
1894,9,2015-08-11 15:32:31,2015-08-11 15:32:42,0.0,0.0,False,True,STILL,False,True,True,False,OFF,bad,work,Clear,22.9,8.1,15.0,0.0,0.0,0.0,0.0,0.0,17.0,1244.0,15:32:31
1896,9,2015-08-11 20:31:32,2015-08-11 20:31:46,0.0,0.0,True,False,STILL,True,False,True,False,OFF,bad,work,Clear,25.8,2.2,5.0,0.0,6.0,447.0,21.0,2176.0,38.0,4158.0,20:31:32
1897,9,2015-08-11 23:02:03,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Clear,25.3,0.0,12.0,0.0,16.0,1474.0,16.0,1474.0,34.0,3089.0,23:02:03
1898,9,2015-08-12 11:01:35,2015-08-12 11:31:39,0.0,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,no_response,home,Clear,14.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:01:35
1901,9,2015-08-12 20:31:32,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,home,Mostly Cloudy,23.7,2.9,0.0,0.0,6.0,155.0,7.0,174.0,13.0,634.0,20:31:32
1902,9,2015-08-12 23:01:55,2015-08-12 23:12:39,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,work,Mostly Cloudy,24.4,0.0,0.0,0.0,7.0,531.0,7.0,531.0,9.0,637.0,23:01:55
1903,9,2015-08-13 11:01:46,2015-08-13 11:31:47,0.0,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,no_response,home,Overcast,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:01:46
1904,9,2015-08-13 15:32:12,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Clear,23.7,0.0,0.0,0.0,0.0,0.0,6.0,300.0,8.0,363.0,15:32:12
1905,9,2015-08-13 18:31:34,2015-08-13 18:34:18,0.0,0.0,True,False,STILL,True,False,True,False,OFF,bad,work,Clear,27.2,5.0,15.0,0.0,4.0,198.0,4.0,198.0,12.0,652.0,18:31:34
1906,9,2015-08-13 20:31:02,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Clear,27.4,2.2,15.0,0.0,8.0,499.0,14.0,749.0,54.0,4868.0,20:31:02
1910,9,2015-08-14 18:31:05,2015-08-14 18:31:18,0.0,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Partly Cloudy,27.9,2.2,15.0,0.0,0.0,0.0,0.0,0.0,4.0,200.0,18:31:05
1913,9,2015-08-15 11:01:45,2015-08-15 11:31:46,0.0,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,no_response,home,Fog,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:01:45
1917,9,2015-08-15 23:01:19,2015-08-15 23:10:19,0.0,0.0,True,False,UNKNOWN,True,True,True,True,OFF,bad,"park,point_of_interest,establishment",Clear,26.1,0.0,0.0,0.0,11.0,363.0,17.0,571.0,20.0,619.0,23:01:19
1919,9,2015-08-16 15:31:47,2015-08-16 15:40:13,0.0,0.0,True,False,STILL,True,False,True,False,OFF,bad,"park,point_of_interest,establishment",Clear,27.1,0.0,0.0,0.0,10.0,918.0,20.0,1505.0,26.0,1942.0,15:31:47
1920,9,2015-08-16 18:32:21,2015-08-16 18:32:53,0.0,0.0,True,False,STILL,True,False,True,False,OFF,good,work,Partly Cloudy,29.1,3.1,0.0,0.0,1.0,20.0,7.0,448.0,17.0,1259.0,18:32:21
1922,9,2015-08-16 23:02:14,2015-08-16 23:02:26,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"park,point_of_interest,establishment",Clear,26.8,0.0,0.0,0.0,5.0,350.0,24.0,1843.0,34.0,2209.0,23:02:14
1926,9,2015-08-17 20:32:13,2015-08-17 20:36:10,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"park,point_of_interest,establishment",Overcast,27.8,0.0,15.0,0.0,1.0,16.0,8.0,300.0,13.0,594.0,20:32:13
1927,9,2015-08-17 23:01:04,2015-08-17 23:04:50,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"grocery_or_supermarket,bakery,clothing_store,store,car_repair,food,point_of_interest,establishment",Clear,25.5,3.7,35.0,0.0,3.0,162.0,13.0,693.0,29.0,1324.0,23:01:04
1928,9,2015-08-18 11:02:08,2015-08-18 11:32:30,0.0,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,no_response,"park,point_of_interest,establishment",Mostly Cloudy,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:02:08
1932,9,2015-08-18 23:01:31,2015-08-18 23:31:36,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"park,point_of_interest,establishment",Clear,26.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,16.0,1426.0,23:01:31
1934,9,2015-08-19 15:31:54,2015-08-19 15:36:34,0.0,0.0,True,False,STILL,True,True,True,False,OFF,good,"park,point_of_interest,establishment",Mostly Cloudy,26.8,7.0,15.0,0.0,7.0,336.0,8.0,368.0,13.0,505.0,15:31:54
1936,9,2015-08-19 20:31:56,2015-08-19 21:01:58,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"store,point_of_interest,establishment",Rain,25.5,5.0,15.0,0.0,1.0,25.0,3.0,87.0,5.0,163.0,20:31:56
1938,9,2015-08-20 11:01:32,2015-08-20 11:31:35,0.0,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,no_response,"store,point_of_interest,establishment",Partly Cloudy,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:01:32
1939,9,2015-08-20 15:31:54,2015-08-20 16:01:58,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,work,Mostly Cloudy,19.8,5.0,0.0,0.0,1.0,18.0,3.0,127.0,29.0,2028.0,15:31:54
1940,9,2015-08-20 18:32:08,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"store,point_of_interest,establishment",Mostly Cloudy,22.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,18:32:08
1942,9,2015-08-20 23:02:26,2015-08-20 23:15:10,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"store,point_of_interest,establishment",Overcast,18.4,0.0,0.0,0.0,11.0,455.0,16.0,750.0,16.0,750.0,23:02:26
1943,9,2015-08-21 11:01:55,2015-08-21 11:31:57,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"store,point_of_interest,establishment",Fog,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:01:55
1946,9,2015-08-21 20:31:34,2015-08-21 21:01:36,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,work,Partly Cloudy,24.0,1.6,0.0,0.0,0.0,0.0,4.0,147.0,18.0,1250.0,20:31:34
1950,9,2015-08-22 18:31:31,2015-08-22 18:31:46,0.0,0.0,False,True,STILL,False,True,True,True,OFF,bad,"store,point_of_interest,establishment",Clear,26.3,0.0,0.0,0.0,0.0,0.0,9.0,413.0,15.0,533.0,18:31:31
1956,9,2015-08-23 20:31:21,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"bakery,store,cafe,restaurant,food,point_of_interest,establishment",Partly Cloudy,25.1,0.0,54.0,0.0,0.0,0.0,2.0,72.0,7.0,305.0,20:31:21
1957,9,2015-08-23 23:01:02,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"park,point_of_interest,establishment",Partly Cloudy,22.6,0.0,53.0,0.0,0.0,0.0,4.0,118.0,14.0,482.0,23:01:02
1961,9,2015-08-24 20:31:42,2015-08-24 21:02:02,0.0,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"night_club,bar,point_of_interest,establishment",Mostly Cloudy,26.9,1.7,0.0,0.0,0.0,0.0,5.0,210.0,15.0,776.0,20:31:42
1963,9,2015-08-25 11:01:44,2015-08-25 11:31:46,0.0,0.0,True,False,STILL,True,True,True,False,com.um.heartsteps,no_response,"store,point_of_interest,establishment",Overcast,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1537.0,11:01:44
1965,9,2015-08-25 18:32:59,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"park,point_of_interest,establishment",Overcast,15.6,1.0,0.0,0.0,2.0,49.0,14.0,924.0,17.0,1086.0,18:32:59
1967,9,2015-08-25 23:02:31,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"park,point_of_interest,establishment",Overcast,15.6,0.0,1.0,0.0,7.0,391.0,7.0,391.0,7.0,391.0,23:02:31
1972,9,2015-08-26 23:01:20,2015-08-26 23:01:36,0.0,0.0,True,False,STILL,True,False,True,False,OFF,bad,"university,point_of_interest,establishment",Overcast,17.6,0.0,1.0,0.0,1.0,29.0,1.0,29.0,21.0,1574.0,23:01:20
1973,9,2015-08-27 11:01:31,2015-08-27 11:31:33,0.0,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,no_response,"store,point_of_interest,establishment",Clear,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,820.0,11:01:31
1975,9,2015-08-27 18:31:47,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"store,point_of_interest,establishment",Overcast,19.0,1.0,0.0,0.0,2.0,48.0,17.0,462.0,21.0,635.0,18:31:47
1980,9,2015-08-28 18:31:31,2015-08-28 19:01:32,0.0,0.0,False,True,STILL,False,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Partly Cloudy,23.2,2.0,0.0,0.0,1.0,14.0,19.0,1251.0,34.0,2182.0,18:31:31
1985,9,2015-08-29 18:32:03,2015-08-29 18:32:21,0.0,0.0,False,True,STILL,False,False,True,False,OFF,bad,"store,point_of_interest,establishment",Overcast,23.4,0.0,38.0,0.0,0.0,0.0,0.0,0.0,3.0,61.0,18:32:03
1992,9,2015-08-30 23:01:35,2015-08-30 23:18:31,0.0,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,bad,"store,point_of_interest,establishment",Clear,24.8,0.0,15.0,0.0,2.0,54.0,2.0,54.0,3.0,91.0,23:01:35
1997,9,2015-08-31 23:01:52,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"store,point_of_interest,establishment",Clear,27.8,0.7,0.0,0.0,0.0,0.0,12.0,1025.0,14.0,1108.0,23:01:52
1998,9,2015-09-01 11:02:00,2015-09-01 11:32:02,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"store,point_of_interest,establishment",Fog,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1390.0,11:02:00
2002,9,2015-09-01 23:02:43,Unknown,0.0,-1.0,False,True,STILL,False,True,True,True,OFF,No Response,"university,point_of_interest,establishment",Clear,23.4,0.0,0.0,0.0,6.0,200.0,24.0,1989.0,38.0,3221.0,23:02:43
2008,9,2015-09-03 11:02:16,2015-09-03 11:32:21,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Clear,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:02:16
2015,9,2015-09-04 18:31:05,2015-09-04 18:31:29,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Overcast,21.8,4.7,0.0,0.0,8.0,614.0,13.0,721.0,24.0,1036.0,18:31:05
2019,9,2015-09-05 15:31:30,2015-09-05 15:51:37,0.0,0.0,False,True,STILL,False,False,True,False,com.um.heartsteps,good,"university,point_of_interest,establishment",Partly Cloudy,21.8,1.0,0.0,0.0,1.0,23.0,8.0,448.0,16.0,801.0,15:31:30
2021,9,2015-09-05 20:31:07,2015-09-05 20:35:48,0.0,1.0,False,True,STILL,False,True,True,False,OFF,good,"night_club,bar,lodging,point_of_interest,establishment",Clear,23.1,1.1,0.0,0.0,5.0,173.0,12.0,359.0,39.0,2485.0,20:31:07
2022,9,2015-09-05 23:01:30,2015-09-05 23:16:40,0.0,0.0,True,False,STILL,True,False,False,False,OFF,bad,"home_goods_store,store,point_of_interest,establishment",Partly Cloudy,22.2,6.0,0.0,0.0,3.0,126.0,21.0,1472.0,42.0,2876.0,23:01:30
2023,9,2015-09-06 11:02:02,2015-09-06 11:32:36,0.0,0.0,True,False,STILL,True,False,True,False,com.um.heartsteps,no_response,"university,point_of_interest,establishment",Partly Cloudy,16.0,0.0,0.0,0.0,0.0,0.0,6.0,394.0,19.0,1393.0,11:02:02
2027,9,2015-09-06 23:01:58,2015-09-06 23:11:26,0.0,0.0,True,False,STILL,True,False,True,False,OFF,good,"store,point_of_interest,establishment",Clear,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,23:01:58
2029,9,2015-09-07 15:31:37,2015-09-07 16:02:00,0.0,0.0,False,True,STILL,False,True,True,True,OFF,no_response,"store,point_of_interest,establishment",Clear,29.5,2.0,0.0,0.0,1.0,46.0,1.0,46.0,30.0,2148.0,15:31:37
2030,9,2015-09-07 18:31:39,2015-09-07 18:31:45,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"park,point_of_interest,establishment",Clear,31.6,3.0,15.0,0.0,6.0,197.0,15.0,496.0,33.0,1088.0,18:31:39
2031,9,2015-09-07 20:31:43,2015-09-07 20:55:47,0.0,0.0,True,False,STILL,True,True,True,True,OFF,bad,"store,point_of_interest,establishment",Clear,31.7,0.0,15.0,0.0,1.0,42.0,3.0,118.0,7.0,322.0,20:31:43
2032,9,2015-09-07 23:01:34,2015-09-07 23:31:36,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"store,point_of_interest,establishment",Clear,29.2,0.0,0.0,0.0,2.0,49.0,2.0,49.0,3.0,67.0,23:01:34
2037,10,2015-07-30 23:32:12,2015-07-30 23:34:41,0.159444444444444,0.0,True,False,STILL,True,False,True,False,OFF,bad,home,Clear,26.1,0.0,0.0,0.0,3.0,202.0,19.0,1322.0,24.0,1541.0,23:32:12
2038,10,2015-07-31 13:01:35,2015-07-31 13:02:21,0.166944444444444,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,25.2,0.0,0.0,0.0,1.0,26.0,6.0,233.0,24.0,1550.0,13:01:35
2039,10,2015-07-31 16:02:10,2015-07-31 16:04:20,0.0897222222222222,0.0,True,False,STILL,True,False,True,False,com.xfinity.playnow,bad,work,Clear,27.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1100.0,16:02:10
2041,10,2015-07-31 21:31:08,2015-07-31 21:44:33,0.309722222222222,0.0,True,False,STILL,True,False,True,False,OFF,snoozed_for_4_hours,home,Clear,28.5,4.7,15.0,0.0,4.0,120.0,4.0,120.0,4.0,120.0,21:31:08
2042,10,2015-08-01 00:02:26,2015-08-01 00:15:41,0.45,0.0,True,False,STILL,True,True,True,False,OFF,good,home,Clear,25.8,5.0,15.0,0.0,0.0,0.0,6.0,529.0,41.0,2851.0,00:02:26
2047,10,2015-08-02 00:01:04,2015-08-02 00:03:20,0.134166666666667,0.0,True,False,STILL,True,False,True,False,OFF,good,"store,car_repair,point_of_interest,establishment",Clear,27.0,3.2,0.0,0.0,2.0,57.0,9.0,259.0,12.0,349.0,00:01:04
2048,10,2015-08-02 13:02:27,2015-08-02 13:11:33,9.59888888888889,0.0,False,True,STILL,False,True,True,False,OFF,good,"store,car_repair,point_of_interest,establishment",Clear,20.8,0.0,15.0,0.0,0.0,0.0,9.0,230.0,21.0,604.0,13:02:27
2051,10,2015-08-02 21:32:06,2015-08-02 21:32:32,0.0702777777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,"store,point_of_interest,establishment",Clear,-1024.0,-1.0,-1.0,-1.0,0.0,0.0,8.0,255.0,17.0,552.0,21:32:06
2054,10,2015-08-03 16:02:26,2015-08-03 16:02:44,0.0,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Clear,23.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1966.0,16:02:26
2056,10,2015-08-03 21:31:39,2015-08-03 21:31:51,0.0241666666666667,0.0,False,True,STILL,False,True,True,False,com.facebook.katana,good,"store,car_repair,point_of_interest,establishment",Partly Cloudy,26.6,2.0,0.0,0.0,1.0,14.0,10.0,523.0,20.0,1363.0,21:31:39
2057,10,2015-08-04 00:01:15,2015-08-04 00:31:19,0.330833333333333,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"store,car_repair,point_of_interest,establishment",Partly Cloudy,24.2,0.0,0.0,0.0,3.0,91.0,11.0,340.0,15.0,467.0,00:01:15
2058,10,2015-08-04 13:01:02,2015-08-04 13:18:02,0.0111111111111111,0.0,True,False,STILL,True,False,True,False,OFF,good,home,Clear,19.0,1.0,0.0,0.0,9.0,750.0,17.0,1431.0,18.0,1454.0,13:01:02
2059,10,2015-08-04 16:01:27,2015-08-04 16:16:45,0.0230555555555556,0.0,False,True,STILL,False,True,True,False,OFF,bad,home,Clear,24.1,0.9,0.0,0.0,2.0,63.0,8.0,291.0,21.0,1342.0,16:01:27
2060,10,2015-08-04 18:01:32,2015-08-04 18:31:38,0.583333333333333,0.0,False,True,STILL,False,True,True,True,OFF,no_response,work,Clear,-1024.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,18:01:32
2061,10,2015-08-04 21:31:23,Unknown,0.095,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Partly Cloudy,26.2,2.0,0.0,0.0,12.0,568.0,34.0,1807.0,65.0,4068.0,21:31:23
2063,10,2015-08-05 13:01:32,Unknown,0.8475,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,home,Clear,20.7,0.0,0.0,0.0,9.0,710.0,19.0,1368.0,31.0,2048.0,13:01:32
2064,10,2015-08-05 16:01:11,2015-08-05 16:06:20,0.0022222222222222,0.0,True,False,STILL,True,True,True,False,OFF,bad,work,Clear,22.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,16:01:11
2067,10,2015-08-06 00:03:42,Unknown,0.8675,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"store,point_of_interest,establishment",Partly Cloudy,23.8,2.2,0.0,0.0,10.0,377.0,13.0,485.0,14.0,511.0,00:03:42
2070,10,2015-08-06 18:01:36,2015-08-06 18:07:43,0.296666666666667,0.0,True,False,STILL,True,False,True,False,OFF,good,"bar,restaurant,food,point_of_interest,establishment",Partly Cloudy,25.5,0.0,0.0,0.0,0.0,0.0,2.0,25.0,3.0,43.0,18:01:36
2074,10,2015-08-07 16:02:30,2015-08-07 16:02:41,0.13,0.0,False,True,STILL,False,True,True,False,com.xfinity.playnow,good,home,Clear,23.2,5.0,0.0,0.0,12.0,812.0,12.0,812.0,30.0,1782.0,16:02:30
2075,10,2015-08-07 18:01:19,2015-08-07 18:12:17,0.0266666666666667,0.0,False,True,STILL,False,True,True,False,com.google.android.dialer,good,home,Partly Cloudy,24.9,4.9,0.0,0.0,8.0,741.0,23.0,2003.0,38.0,2903.0,18:01:19
2078,10,2015-08-08 13:01:34,2015-08-08 13:01:53,0.0027777777777777,0.0,True,False,UNKNOWN,True,True,True,True,OFF,good,home,Overcast,18.3,0.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,450.0,13:01:34
2080,10,2015-08-08 18:04:11,2015-08-08 18:19:21,0.436666666666667,0.0,True,False,STILL,True,False,True,False,OFF,good,home,Overcast,22.5,1.0,15.0,0.0,1.0,30.0,3.0,61.0,14.0,554.0,18:04:11
2083,10,2015-08-09 13:02:09,2015-08-09 13:32:11,3.74027777777778,0.0,True,False,STILL,True,False,True,False,OFF,no_response,home,Mostly Cloudy,21.2,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,90.0,13:02:09
2085,10,2015-08-09 18:01:34,2015-08-09 18:02:27,0.0211111111111111,0.0,True,False,STILL,True,True,True,False,com.umetime.umetimeapp,snoozed_for_4_hours,home,Overcast,25.7,2.0,0.0,0.0,0.0,0.0,14.0,1136.0,20.0,1420.0,18:01:34
2088,10,2015-08-10 13:02:25,2015-08-10 13:10:18,0.0355555555555556,0.0,True,False,STILL,True,False,True,False,OFF,good,home,Partly Cloudy,21.6,0.0,36.0,0.0,2.0,82.0,5.0,144.0,27.0,1573.0,13:02:25
2089,10,2015-08-10 16:01:22,2015-08-10 16:01:36,0.0008333333333333,0.0,False,True,STILL,False,True,True,False,com.tumblr,good,work,Overcast,24.4,1.0,60.0,0.0,0.0,0.0,2.0,56.0,5.0,117.0,16:01:22
2090,10,2015-08-10 18:01:32,2015-08-10 18:03:41,0.206111111111111,0.0,True,False,STILL,True,True,True,False,com.xfinity.playnow,good,work,Rain,23.4,0.0,59.0,0.0,8.0,466.0,18.0,1197.0,38.0,2544.0,18:01:32
2095,10,2015-08-11 18:02:27,2015-08-11 18:32:43,0.638333333333333,0.0,True,False,STILL,True,False,True,False,OFF,no_response,work,Clear,24.7,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:02:27
2099,10,2015-08-12 16:03:34,2015-08-12 16:33:35,0.436666666666667,0.0,False,True,STILL,False,True,True,False,OFF,no_response,work,Partly Cloudy,20.0,4.0,0.0,0.0,0.0,0.0,2.0,55.0,9.0,431.0,16:03:34
2100,10,2015-08-12 18:04:04,2015-08-12 18:34:05,0.579444444444444,0.0,False,True,STILL,False,True,True,False,OFF,no_response,work,Mostly Cloudy,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:04:04
2103,10,2015-08-13 13:02:35,2015-08-13 13:14:30,6.59027777777778,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Partly Cloudy,19.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:02:35
2107,10,2015-08-14 00:32:29,2015-08-14 00:34:24,0.246111111111111,0.0,True,False,STILL,True,True,True,False,OFF,bad,home,Partly Cloudy,23.0,0.0,0.0,0.0,8.0,226.0,8.0,226.0,22.0,607.0,00:32:29
2110,10,2015-08-14 18:01:31,2015-08-14 18:31:33,0.317777777777778,0.0,True,False,STILL,True,False,True,False,OFF,no_response,work,Overcast,27.1,0.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:01:31
2121,10,2015-08-16 22:01:13,2015-08-16 22:02:15,0.169722222222222,1.0,True,False,STILL,True,True,True,False,com.um.heartsteps,good,"store,car_repair,point_of_interest,establishment",Partly Cloudy,30.6,1.0,0.0,0.0,12.0,456.0,21.0,731.0,44.0,2329.0,22:01:13
2122,10,2015-08-17 00:31:46,2015-08-17 00:32:08,0.0041666666666666,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"store,car_repair,point_of_interest,establishment",Clear,28.1,0.0,0.0,0.0,3.0,38.0,8.0,130.0,10.0,202.0,00:31:46
2124,10,2015-08-17 16:01:53,2015-08-17 16:03:14,0.0211111111111111,0.0,False,True,STILL,False,True,True,True,OFF,bad,work,Clear,28.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,16:01:53
2128,10,2015-08-18 13:02:27,2015-08-18 13:04:03,0.951111111111111,0.0,True,False,STILL,True,False,True,False,OFF,good,"store,car_repair,point_of_interest,establishment",Overcast,22.2,1.1,0.0,0.0,16.0,1443.0,33.0,3004.0,49.0,3518.0,13:02:27
2131,10,2015-08-18 22:02:08,2015-08-18 22:02:17,0.0077777777777777,0.0,False,True,STILL,False,True,True,False,com.um.heartsteps,good,"cafe,food,point_of_interest,establishment",Partly Cloudy,26.6,0.0,35.0,0.0,7.0,460.0,27.0,2073.0,56.0,4413.0,22:02:08
2132,10,2015-08-18 23:31:47,Unknown,0.593888888888889,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,"convenience_store,liquor_store,store,cafe,food,point_of_interest,establishment",Clear,26.0,0.0,58.0,0.0,17.0,1263.0,22.0,1513.0,25.0,1589.0,23:31:47
2133,10,2015-08-19 13:04:29,2015-08-19 13:30:30,6.65666666666667,0.0,False,True,STILL,False,True,True,False,OFF,good,home,Clear,23.3,6.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,1125.0,13:04:29
